@relation 'TimeRaptors4CSC523.py F20172018_Date_WS_Temp_Vis_Total_Num_Rnd.arff F20172018_Deltas_WS_Temp_Vis_Total_Num.arff'
% ARFF file generated @ 2020-11-08 18:16:32.160156
@attribute datetime string
@attribute WindSpdKmh numeric
@attribute Temp numeric
@attribute Visibility numeric
@attribute TOTAL numeric
@data
'2017-10-21 06:00:00',3,14,33,0
'2018-08-15 12:00:00',8.5,26,13,7
'2018-09-01 16:00:00',3,21,3,2
'2017-09-10 11:00:00',8.5,17,77,16
'2017-10-21 09:00:00',3,17,33,5
'2018-08-16 13:00:00',3,30,5,9
'2017-11-11 09:00:00',3,-7,77,11
'2017-10-03 14:00:00',3,18,77,6
'2017-11-12 14:00:00',3,4,33,3
'2017-09-12 09:00:00',3,20,77,2
'2017-10-17 12:00:00',8.5,12,70,7
'2017-11-16 14:00:00',8.5,8,33,0
'2018-09-03 10:00:00',3,29,9,2
'2017-10-12 15:00:00',15.5,11,30,38
'2018-08-11 10:00:00',?,0,?,0
'2018-08-17 08:00:00',0,26,1,0
'2017-09-10 17:00:00',3,16,77,4
'2017-11-23 10:00:00',8.5,0,?,2
'2017-08-30 06:00:00',3,18,2,0
'2017-09-05 13:00:00',3,27,13,2
'2018-10-21 09:00:00',15.5,3,333,54
'2017-09-18 12:00:00',0,21,1,19
'2018-10-30 11:00:00',15.5,8,77,48
'2017-10-24 13:00:00',3,19,48,51
'2017-08-19 12:00:00',3,27,65,2
'2017-11-09 11:00:00',3,5,13,3
'2018-11-22 10:00:00',15.5,-6,33,5
'2017-10-18 09:00:00',3,11,20,2
'2017-09-10 05:00:00',8.5,10,77,1
'2018-10-21 13:00:00',15.5,5,77,40
'2017-09-17 06:15:00',3,19,?,0
'2018-12-11 09:00:00',0,-5,7,0
'2018-12-09 11:00:00',3,-2,9,0
'2017-10-21 08:00:00',3,17.9,33,0
'2018-09-20 05:30:00',3,17,30,0
'2017-08-31 09:00:00',3,20,18,5
'2018-11-10 08:00:00',8.5,2,33,3
'2017-12-11 11:00:00',3,0,20,2
'2018-09-16 12:00:00',8.5,29,33,211
'2017-11-22 09:00:00',3,7,5,0
'2018-10-19 10:00:00',3,7,77,31
'2018-12-03 09:00:00',15.5,8,77,1
'2018-09-07 14:00:00',3,26,13,0
'2018-10-25 10:00:00',15.5,7,50,38
'2017-09-28 14:00:00',15.5,19,30,7
'2017-10-16 07:00:00',8.5,10,30,55
'2018-11-16 08:00:00',8.5,-2,1,1
'2018-09-21 12:00:00',8.5,20,15,13
'2018-11-07 11:00:00',8.5,10,33,5
'2018-08-24 06:00:00',8.5,17,14,0
'2017-09-10 14:00:00',3,20,77,67
'2017-09-04 12:00:00',3,27,10,9
'2017-09-21 16:00:00',3,18,30,12
'2018-09-12 12:00:00',3,20,?,0
'2018-11-23 12:00:00',8.5,-1,30,7
'2017-10-08 14:00:00',3,23,33,2
'2018-10-18 16:00:00',15.5,6,25,14
'2017-10-11 15:00:00',3,18,4,0
'2018-08-17 07:00:00',0,23,2,0
'2017-08-22 15:00:00',8.5,29,15,0
'2017-11-17 09:00:00',15.5,2,33,6
'2018-11-13 13:00:00',15.5,3,20,9
'2018-08-26 06:00:00',3,19,?,0
'2017-09-02 08:00:00',?,0,?,1
'2018-11-25 14:00:00',15.5,8,33,10
'2018-08-22 06:00:00',15.5,20,?,0
'2018-11-12 09:00:00',0,3,12,0
'2018-11-19 09:00:00',0,3,1,0
'2017-11-28 15:00:00',3,5,25,1
'2017-11-28 14:00:00',3,10,25,5
'2018-10-02 07:00:00',3,18,?,0
'2018-09-15 17:00:00',3,21,20,2
'2017-10-22 08:00:00',3,17,77,2
'2017-09-20 06:00:00',8.5,18,15,2
'2018-11-24 09:00:00',24,-1,2,0
'2017-09-02 09:00:00',15.5,11,51,1
'2018-10-06 12:00:00',0,18,?,0
'2017-10-09 16:00:00',3,23,35,0
'2017-09-09 05:00:00',8.5,10,12,0
'2017-11-20 13:00:00',3,4,40,5
'2018-10-15 07:00:00',8.5,12,?,0
'2018-09-21 13:00:00',8.5,20,6,7
'2017-09-22 14:00:00',8.5,24,33,16
'2018-09-04 08:00:00',3,23,40,0
'2018-11-11 06:45:00',8.5,-2,33,0
'2017-10-20 15:00:00',8.5,14,33,26
'2017-11-19 13:00:00',15.5,7,77,3
'2018-12-13 14:00:00',8.5,1,2,0
'2017-09-05 08:00:00',8.5,19,14,0
'2018-09-12 06:00:00',3,21,?,0
'2017-11-14 13:00:00',8.5,7,77,0
'2018-10-05 07:00:00',8.5,12,55,2
'2017-10-16 08:00:00',15.5,10,33,85
'2018-12-07 13:00:00',15.5,-1,77,2
'2018-11-01 15:00:00',?,0,?,0
'2017-12-14 11:00:00',24,-5,30,10
'2018-08-28 05:30:00',8.5,23,12,0
'2017-08-26 14:00:00',8.5,25,70,0
'2018-11-22 11:00:00',15.5,-6,1,6
'2018-10-10 07:00:00',3,20,0.5,0
'2017-10-10 11:00:00',3,19,40,18
'2018-09-06 11:00:00',3,33,10,3
'2017-09-26 12:00:00',3,27,33,4
'2018-12-01 08:00:00',3,0,10,0
'2017-12-11 09:00:00',3,-1,20,1
'2017-12-07 10:00:00',3,0,20,1
'2018-08-27 13:00:00',3,33,1,2
'2017-08-22 06:00:00',3,21,3,0
'2017-11-20 07:30:00',3,0,33,0
'2018-10-23 13:00:00',8.5,15,?,11
'2018-08-26 10:00:00',3,25,33,2
'2018-09-21 06:00:00',15.5,19,?,0
'2018-09-05 13:00:00',3,30,35,2
'2017-09-26 08:00:00',8.5,20,33,1
'2017-08-15 07:15:00',?,?,?,0
'2017-09-21 10:00:00',3,19,35,8
'2018-09-29 11:00:00',8.5,21,20,18
'2017-11-23 11:00:00',8.5,0,?,6
'2018-11-24 12:00:00',24,0,?,0
'2018-09-19 09:00:00',8.5,19,5,88
'2017-10-12 10:00:00',24,11,?,0
'2017-09-16 12:00:00',3,28,12,52
'2017-12-10 10:00:00',8.5,-1,25,0
'2017-11-03 11:00:00',3,16,33,8
'2017-09-01 06:00:00',15.5,9,33,0
'2017-10-03 13:00:00',8.5,22,77,2
'2017-10-05 07:00:00',3,17,20,0
'2017-09-20 05:00:00',8.5,18,10,2
'2018-08-15 07:00:00',8.5,19,?,1
'2017-11-17 12:00:00',15.5,3,77,19
'2018-08-18 09:00:00',8.5,23,10,0
'2018-11-03 10:00:00',15.5,9,100,20
'2018-12-06 14:00:00',3,0,40,1
'2018-10-05 15:00:00',3,22,77,3
'2017-09-12 11:00:00',3,21,77,75
'2018-09-11 07:00:00',3,15,?,1
'2018-09-26 08:00:00',8.5,20,3,5
'2018-09-20 10:00:00',3,20,20,16
'2017-09-21 11:00:00',3,19,0,8
'2018-09-30 12:00:00',0,19,50,18
'2017-10-27 06:30:00',3,5,33,0
'2018-10-29 15:00:00',15.5,7,50,8
'2018-08-30 13:00:00',8.5,28,33,5
'2017-11-02 11:00:00',8.5,18,12,29
'2017-08-27 12:00:00',3,23,65,3
'2017-10-22 13:00:00',3,20,77,38
'2017-12-07 14:00:00',8.5,3,?,2
'2017-11-26 15:00:00',15.5,3,77,5
'2018-08-27 10:00:00',3,26,2,1
'2017-11-11 10:00:00',3,-5,77,11
'2017-12-31 10:15:00',?,?,?,16
'2017-09-05 07:00:00',8.5,19,13,0
'2018-09-26 15:00:00',3,22,14,3
'2018-10-24 10:00:00',15.5,7,33,41
'2018-08-20 11:00:00',3,0,12,2
'2018-08-29 07:00:00',3,25,8,1
'2017-10-18 07:00:00',8.5,9,20,0
'2017-11-12 08:00:00',8.5,-2,33,0
'2017-10-02 10:00:00',3,16,40,5
'2018-09-13 10:00:00',8.5,21,?,0
'2018-09-29 17:00:00',0,0,0,4
'2017-09-15 12:00:00',3,25,33,20
'2017-11-04 07:00:00',8.5,5,33,0
'2018-09-23 11:00:00',8.5,19,50,170
'2017-09-09 07:00:00',8.5,11,42,6
'2017-11-30 13:00:00',8.5,4,40,4
'2018-08-22 07:00:00',15.5,20,?,0
'2017-10-15 07:00:00',3,15,?,0
'2018-08-22 15:00:00',8.5,24,35,4
'2018-08-04 13:00:00',3,0,?,1
'2018-10-03 11:00:00',8.5,19,13,26
'2017-12-07 11:00:00',3,3,20,6
'2018-10-07 14:00:00',3,25,33,23
'2018-11-23 08:15:00',3,-5,25,0
'2017-09-20 16:00:00',8.5,25,20,3
'2018-10-09 12:00:00',0,25,13,22
'2018-10-04 09:00:00',15.5,16,?,0
'2017-10-09 13:00:00',3,22,?,0
'2018-11-07 09:00:00',15.5,8,33,22
'2017-11-07 07:00:00',8.5,2,77,0
'2017-08-31 15:00:00',8.5,23,30,2
'2018-11-04 15:00:00',8.5,8,77,14
'2018-10-28 10:00:00',8.5,7,33,17
'2018-11-10 07:00:00',15.5,1,13,0
'2018-09-01 15:00:00',3,21,3,7
'2018-09-02 13:00:00',0,26,5,5
'2018-09-22 08:00:00',8.5,17,9,140
'2018-08-17 06:15:00',0,23,2,1
'2018-12-15 11:00:00',15.5,8,5,0
'2018-09-12 13:00:00',3,20,?,0
'2017-09-10 09:00:00',8.5,13,77,185
'2018-09-15 12:00:00',3,21,30,6
'2017-09-09 15:00:00',15.5,16,77,7
'2018-09-12 09:00:00',3,20,?,0
'2017-10-12 05:00:00',24,10,?,0
'2018-10-14 08:00:00',3,6,33,1
'2017-12-08 12:00:00',0,2,8,2
'2018-08-30 10:00:00',15.5,25,33,7
'2017-12-09 09:00:00',3,-3,8,0
'2018-11-12 15:00:00',3,5,15,14
'2018-10-12 12:00:00',15.5,14,77,84
'2018-11-08 12:00:00',3,8,30,21
'2018-09-02 11:00:00',3,20,?,0
'2017-09-28 15:00:00',24,19,30,9
'2017-12-01 13:00:00',3,5,33,1
'2017-10-19 14:00:00',?,0,?,19
'2018-11-30 08:00:00',0,0,50,0
'2018-10-13 15:00:00',15.5,10,77,89
'2018-10-05 13:00:00',3,21,77,7
'2017-11-07 12:00:00',8.5,3,10,22
'2018-09-21 10:00:00',8.5,20,3,6
'2017-09-03 12:00:00',3,16,13,1
'2018-08-30 09:00:00',15.5,24,33,12
'2017-09-12 06:00:00',0,15,77,0
'2017-09-09 14:00:00',15.5,17,77,2
'2017-10-25 09:00:00',3,17,20,14
'2018-10-14 09:00:00',3,11,33,22
'2018-12-06 10:00:00',8.5,-2,9,0
'2017-11-18 11:00:00',?,0,?,0
'2017-08-23 14:00:00',3,26,35,3
'2017-11-26 12:00:00',8.5,5,77,6
'2017-10-28 08:00:00',8.5,9.4,1,1
'2018-12-09 10:00:00',3,-4,33,0
'2018-09-07 13:00:00',3,27,13,2
'2018-11-04 12:00:00',3,11,77,27
'2017-11-19 23:00:00',?,0,?,0
'2018-09-16 06:00:00',0,21,33,8
'2018-09-21 05:45:00',15.5,19,?,0
'2017-12-03 11:00:00',0,4,6,0
'2018-10-20 11:00:00',3,14,20,37
'2018-10-13 08:00:00',3,7,?,1
'2018-11-28 15:00:00',24,0,50,0
'2017-10-07 13:00:00',3,25,65,35
'2018-12-10 10:00:00',15.5,-3,12,0
'2018-10-22 06:45:00',3,3,15,0
'2017-11-10 12:00:00',24,-1,77,45
'2018-11-25 07:00:00',8.5,5,9,0
'2017-10-14 08:00:00',3,15.6,?,0
'2018-09-06 08:00:00',3,29,6,0
'2017-10-02 15:00:00',3,17,40,0
'2017-09-30 15:00:00',15.5,12,50,7
'2017-11-17 11:00:00',15.5,3,77,13
'2017-09-24 16:00:00',3,28,33,0
'2017-11-04 14:00:00',3,12,42,15
'2017-10-05 13:00:00',3,25,20,9
'2017-08-23 09:00:00',3,24,25,4
'2018-09-14 08:00:00',8.5,19,0,0
'2018-08-19 14:00:00',3,20,77,0
'2017-11-30 11:00:00',8.5,4,40,1
'2018-09-23 07:00:00',8.5,11,77,2
'2018-09-03 05:30:00',3,20,3,0
'2017-09-29 10:00:00',3,15,33,8
'2017-11-29 10:00:00',8.5,9,33,0
'2018-10-19 11:00:00',3,12,77,74
'2018-09-14 10:00:00',8.5,20,0,0
'2018-10-15 06:30:00',8.5,10,?,0
'2018-09-30 08:00:00',8.5,14,50,19
'2018-10-18 10:00:00',15.5,6,25,85
'2017-10-03 08:00:00',3,13,13,8
'2017-11-12 10:00:00',3,0,33,2
'2017-08-16 13:00:00',3,38,20,10
'2018-08-20 14:00:00',8.5,24,20,2
'2017-10-19 15:00:00',3,12,35,57
'2018-10-12 07:00:00',24,10,77,72
'2017-10-26 14:00:00',8.5,9,18,34
'2018-08-16 14:00:00',3,30,6,4
'2018-11-16 13:00:00',15.5,0,33,15
'2018-12-05 15:00:00',0,-2,20,0
'2017-09-29 12:00:00',8.5,17,33,7
'2017-10-13 08:00:00',15.5,9,13,3
'2018-12-13 13:00:00',8.5,2,10,0
'2017-11-21 12:00:00',3,9,50,9
'2018-10-22 15:00:00',3,9,50,1
'2018-10-08 10:00:00',15.5,18,?,0
'2017-10-15 09:00:00',3,15,?,0
'2018-10-16 13:00:00',3,10,50,35
'2017-10-01 12:00:00',3,15,77,2
'2017-09-04 06:00:00',3,14,3,0
'2017-10-30 07:00:00',8.5,7,50,1
'2017-09-14 15:00:00',3,20,15,5
'2017-08-26 12:00:00',8.5,23,60,2
'2017-08-28 06:00:00',0,17,12,0
'2017-09-26 15:00:00',3,23,20,10
'2018-09-23 12:00:00',3,20,51,57
'2018-09-03 06:00:00',3,22,3,1
'2018-08-18 13:00:00',15.5,27,35,0
'2018-10-26 12:00:00',3,7,45,17
'2018-12-12 11:00:00',3,-1,?,0
'2017-09-02 14:00:00',8.5,12,20,0
'2018-10-14 10:00:00',3,13,33,55
'2017-09-01 12:00:00',8.5,17,33,6
'2017-10-20 12:00:00',3,15,33,17
'2017-10-06 09:00:00',3,20,7,11
'2017-09-02 13:00:00',8.5,12,51,1
'2018-08-26 13:00:00',3,27,33,1
'2018-10-12 08:00:00',15.5,10,77,121
'2017-10-27 12:00:00',3,13,33,32
'2017-10-10 06:00:00',8.5,17,20,3
'2018-08-31 12:00:00',15.5,19,3,0
'2017-09-29 15:00:00',3,16,33,8
'2017-09-29 14:00:00',3,16,33,17
'2018-09-01 14:00:00',3,23,3,6
'2018-09-22 16:00:00',3,15,12,8
'2017-08-30 07:00:00',3,18,2,1
'2018-08-17 09:00:00',0,27,1,1
'2017-11-07 11:00:00',3,3,77,23
'2017-09-10 07:00:00',8.5,10,77,4
'2018-10-24 14:00:00',15.5,7,33,32
'2018-11-12 08:00:00',0,2,8,0
'2017-10-01 08:00:00',8.5,10,77,0
'2018-10-28 15:00:00',0,8,4,0
'2017-09-23 14:00:00',8.5,0,33,0
'2017-12-06 13:00:00',8.5,2,50,1
'2017-10-30 10:00:00',15.5,8,77,8
'2017-11-29 14:00:00',3,11,50,1
'2017-11-10 06:45:00',24,0,77,9
'2018-11-18 12:00:00',3,1,33,3
'2017-11-27 11:00:00',3,4,33,1
'2017-10-15 12:00:00',3,17,?,5
'2018-11-15 08:00:00',8.5,-4,33,0
'2017-11-03 07:00:00',8.5,13,5,0
'2018-08-21 11:00:00',8.5,19,?,1
'2018-09-13 07:00:00',8.5,20,?,0
'2017-11-03 06:30:00',8.5,13,5,0
'2017-10-12 09:00:00',24,11,?,0
'2018-12-13 12:00:00',8.5,3,9,0
'2017-11-21 13:00:00',3,10,50,8
'2018-12-04 12:00:00',8.5,4,77,2
'2017-09-01 07:00:00',15.5,10,33,0
'2018-12-11 08:00:00',0,-7,5,0
'2017-09-19 06:00:00',15.5,18,1,0
'2017-10-15 11:00:00',3,16,?,1
'2018-11-29 13:00:00',15.5,1,33,4
'2018-12-13 08:15:00',8.5,-1,4,0
'2018-11-26 09:00:00',15.5,2,?,0
'2018-10-24 06:00:00',8.5,2,33,4
'2017-09-22 06:00:00',8.5,18,13,3
'2018-11-16 15:00:00',15.5,-1,33,4
'2018-08-16 11:00:00',0,30,5,2
'2017-12-02 14:00:00',3,6,33,1
'2018-09-11 12:00:00',3,19,?,0
'2018-10-13 12:00:00',8.5,10,77,149
'2018-08-22 14:00:00',15.5,24,35,3
'2017-08-31 16:00:00',8.5,22,25,1
'2017-11-02 12:00:00',8.5,18,12,17
'2018-10-09 07:00:00',0,19,?,0
'2018-09-29 07:00:00',3,15,15,0
'2017-10-28 07:00:00',8.5,7.1,0.5,2
'2017-08-24 13:00:00',8.5,24,55,4
'2018-09-03 14:00:00',3,31,20,6
'2017-09-25 10:00:00',0,0,0,7
'2018-11-24 08:15:00',15.5,-1,10,0
'2017-11-04 12:00:00',8.5,12,33,8
'2018-08-25 06:00:00',0,19,15,0
'2017-10-05 15:00:00',3,21,20,0
'2018-08-17 12:00:00',3,30,7,8
'2018-12-05 14:00:00',0,-2,20,0
'2017-11-03 14:00:00',8.5,18,13,9
'2017-08-17 09:00:00',8.5,22,15,16
'2018-10-21 12:00:00',15.5,6,33,60
'2018-12-06 13:00:00',8.5,0,40,2
'2017-10-19 10:00:00',3,16,40,25
'2017-10-30 09:00:00',15.5,7,51,3
'2017-08-30 11:00:00',3,23,15,3
'2017-09-22 15:00:00',8.5,24,33,12
'2017-09-12 08:00:00',0,18,77,1
'2017-10-08 07:00:00',3,21,?,0
'2018-09-18 13:00:00',8.5,23,45,19
'2018-10-13 10:00:00',8.5,8,15,76
'2017-09-05 05:00:00',8.5,19,13,0
'2018-10-26 09:00:00',0,4,40,4
'2018-10-03 06:00:00',8.5,15,9,5
'2018-09-03 11:00:00',3,30,15,1
'2017-09-23 12:00:00',8.5,0,33,0
'2017-10-16 16:00:00',15.5,10,51,7
'2017-08-19 07:00:00',8.5,21,60,0
'2017-10-28 10:00:00',8.5,11.4,4.5,13
'2018-12-07 15:00:00',15.5,-2,77,5
'2018-10-18 12:00:00',15.5,6,25,78
'2018-08-23 17:00:00',?,0,?,3
'2017-08-30 10:00:00',3,22,15,3
'2018-09-13 08:00:00',8.5,20,?,0
'2018-09-18 14:00:00',15.5,24,45,22
'2018-11-28 13:00:00',24,1,30,1
'2018-12-07 07:45:00',3,-4,77,0
'2018-11-01 12:00:00',3,20,5,20
'2018-10-06 11:00:00',3,16,?,0
'2018-11-04 13:00:00',8.5,10,77,20
'2017-08-24 05:00:00',3,15,30,1
'2018-08-29 14:00:00',3,32,9,7
'2018-10-02 09:00:00',3,20,?,0
'2017-10-30 12:00:00',3,9,77,3
'2017-11-16 08:00:00',3,5,1,0
'2018-12-04 14:00:00',8.5,2,77,1
'2017-11-10 07:00:00',24,-1,77,27
'2017-12-08 13:00:00',0,1,8,0
'2017-10-03 10:00:00',3,22,77,6
'2017-08-25 07:00:00',8.5,14,33,0
'2017-09-10 06:00:00',8.5,10,77,2
'2018-11-12 07:00:00',0,-1,8,0
'2018-09-28 08:00:00',8.5,14,12,1
'2017-09-19 08:00:00',8.5,19,6,11
'2017-08-20 07:00:00',3,18,2,0
'2017-09-17 14:00:00',0,24,40,2916
'2017-11-30 12:00:00',8.5,5,40,4
'2018-10-17 07:00:00',15.5,4,70,0
'2018-10-17 14:00:00',24,10,60,31
'2017-10-23 06:00:00',3,16,?,0
'2017-10-28 06:00:00',8.5,6.8,0.5,0
'2017-12-08 15:00:00',0,0,8,0
'2017-08-16 12:00:00',3,34,10,4
'2018-09-24 14:00:00',15.5,21,50,11
'2017-10-14 15:00:00',3,17,15,6
'2018-12-11 15:00:00',3,0,?,2
'2017-08-30 13:00:00',3,26,20,0
'2017-12-13 12:00:00',33.5,-7,77,5
'2018-09-28 06:00:00',8.5,13,?,1
'2017-11-11 13:00:00',3,-1,77,9
'2018-09-13 13:00:00',8.5,21,5,6
'2017-09-15 09:00:00',3,20,33,34
'2017-10-27 11:00:00',3,12,33,45
'2017-10-08 13:00:00',8.5,23,33,1
'2018-08-16 15:00:00',3,30,7,1
'2018-10-16 11:00:00',15.5,9,50,81
'2017-10-12 08:00:00',24,12,?,1
'2017-10-24 09:00:00',?,17,10,2
'2018-10-19 09:00:00',3,6,77,19
'2018-08-28 11:00:00',8.5,27,10,0
'2017-10-05 09:00:00',3,21,20,0
'2018-08-25 14:00:00',3,26,25,6
'2018-10-21 08:00:00',24,2,33,44
'2017-11-27 10:00:00',3,3,33,0
'2017-09-29 09:00:00',3,13,33,2
'2017-09-10 15:00:00',3,18,77,9
'2017-09-01 17:00:00',8.5,17,33,0
'2018-08-17 14:00:00',3,30,7,5
'2018-10-05 14:00:00',3,21,77,11
'2018-08-20 10:00:00',8.5,22,15,8
'2018-09-19 14:00:00',8.5,23,13,18
'2017-12-07 12:00:00',3,3,20,1
'2018-10-19 07:00:00',8.5,3,77,2
'2018-10-25 08:00:00',8.5,4,?,30
'2017-11-23 15:00:00',3,0,30,1
'2018-08-16 09:00:00',3,27,3,0
'2018-08-29 10:00:00',0,32,5,0
'2018-10-04 13:00:00',3,20,9,1
'2018-09-23 09:00:00',8.5,14,77,3
'2018-10-09 08:00:00',3,19,?,0
'2017-09-24 12:00:00',8.5,28,33,11
'2017-09-16 15:00:00',?,0,?,130
'2018-10-06 06:00:00',0,15,?,0
'2017-10-17 10:00:00',3,10,70,9
'2017-08-20 15:00:00',?,0,?,3
'2017-09-18 15:00:00',3,22,2,774
'2018-09-29 06:00:00',15.5,15,15,1
'2018-09-16 08:00:00',3,21,33,211
'2017-09-20 09:00:00',3,26,20,51
'2017-08-24 14:00:00',15.5,23,50,5
'2018-09-18 10:00:00',8.5,20,1,1
'2018-10-30 14:00:00',8.5,7,77,28
'2017-10-17 11:00:00',3,12,70,5
'2018-10-08 08:00:00',15.5,18,?,1
'2018-11-25 10:00:00',8.5,6,9,0
'2018-11-19 13:00:00',3,6,8,1
'2018-09-30 09:00:00',?,15,50,24
'2018-12-13 09:00:00',8.5,-1,4,0
'2017-11-20 11:00:00',3,2,40,10
'2018-11-19 14:00:00',3,7,12,0
'2017-08-30 16:00:00',0,22,20,2
'2017-09-05 11:00:00',8.5,26,13,7
'2018-11-18 15:00:00',3,1,33,0
'2018-11-17 15:00:00',8.5,2,9,2
'2018-09-08 14:00:00',15.5,17,30,3
'2018-09-06 14:00:00',3,32,12,8
'2018-08-29 09:00:00',3,29,6,1
'2018-09-30 11:00:00',8.5,19,50,15
'2018-08-22 09:00:00',24,19,20,5
'2018-09-18 11:00:00',8.5,20,30,34
'2017-11-29 09:00:00',3,7,33,0
'2017-11-23 08:00:00',8.5,0,?,2
'2018-12-04 10:00:00',15.5,2,77,2
'2017-11-21 09:00:00',3,5,15,0
'2018-11-08 15:00:00',3,7,30,7
'2017-08-17 15:00:00',0,30,15,0
'2018-10-24 07:00:00',8.5,3,33,27
'2018-09-27 08:00:00',3,13,20,10
'2018-12-10 14:00:00',8.5,-2,40,0
'2018-10-05 08:00:00',8.5,12,50,9
'2018-09-30 10:00:00',3,16,50,30
'2018-09-04 06:00:00',3,22,40,2
'2017-11-12 07:30:00',8.5,0,33,0
'2017-11-22 08:00:00',3,6,3,0
'2017-11-24 07:45:00',3,1.4,70,0
'2017-09-27 12:00:00',8.5,33,77,4
'2017-12-04 09:00:00',3,3,3,2
'2017-09-01 10:00:00',15.5,14,33,11
'2018-10-20 07:00:00',8.5,9,1,0
'2017-10-25 06:00:00',3,15,20,0
'2017-11-15 15:00:00',3,6,5,1
'2017-12-15 10:00:00',3,-7,77,0
'2018-08-16 10:00:00',3,29,3,0
'2018-09-05 16:00:00',?,0,?,0
'2017-08-17 13:00:00',3,29,15,1
'2017-11-20 08:00:00',3,0,33,2
'2018-10-16 09:00:00',15.5,5,50,75
'2017-09-09 06:00:00',8.5,10,12,0
'2017-11-07 09:00:00',3,3,77,33
'2018-08-26 15:00:00',3,26,33,0
'2017-09-15 11:00:00',3,24,33,41
'2017-10-20 09:00:00',8.5,12,33,28
'2018-09-24 08:00:00',8.5,13,20,28
'2018-08-15 09:00:00',8.5,23,?,0
'2017-09-28 12:00:00',15.5,19,30,5
'2017-11-17 13:00:00',15.5,4,77,10
'2018-11-15 10:00:00',8.5,-3,33,3
'2017-10-11 12:00:00',8.5,20,8,6
'2018-11-03 14:00:00',15.5,9,30,19
'2018-09-29 13:00:00',8.5,18,30,42
'2018-08-28 09:00:00',3,26,8,0
'2018-08-15 15:00:00',8.5,31,13,3
'2017-12-07 08:00:00',3,-1,20,0
'2017-11-16 09:00:00',3,6,2,0
'2017-11-10 11:00:00',24,-1,77,43
'2018-12-12 09:00:00',8.5,-3,6,0
'2018-08-28 06:00:00',8.5,23,12,1
'2017-12-15 09:00:00',0,-6,77,0
'2018-09-19 17:00:00',8.5,21,33,26
'2019-01-04 10:30:00',?,0,?,10
'2017-09-21 08:00:00',3,18,30,1
'2017-09-16 05:15:00',3,0,?,0
'2017-10-14 07:00:00',3,14.3,?,0
'2018-08-30 14:00:00',8.5,28,33,4
'2018-09-14 11:00:00',8.5,20,0,0
'2017-10-10 10:00:00',3,19,35,34
'2017-10-26 11:00:00',8.5,10,18,32
'2018-11-27 07:30:00',24,0,35,0
'2018-10-13 07:00:00',0,7,1,0
'2018-09-01 07:00:00',15.5,18,?,0
'2018-09-14 06:30:00',8.5,19,?,0
'2017-12-01 12:00:00',3,5,33,1
'2018-09-27 14:00:00',0,18,20,2
'2018-10-12 13:00:00',24,13,77,60
'2017-08-20 14:00:00',0,31,33,13
'2018-08-24 07:00:00',3,19,14,0
'2017-10-31 11:00:00',3,7,42,12
'2017-09-20 15:00:00',8.5,25,20,6
'2017-09-02 07:00:00',15.5,10,51,0
'2018-10-20 12:00:00',3,11,20,43
'2018-09-08 06:00:00',8.5,19,15,0
'2018-11-03 11:00:00',15.5,0,20,32
'2018-09-29 05:00:00',15.5,13,12,0
'2017-10-15 15:00:00',3,18,9,33
'2018-08-30 06:00:00',8.5,21,33,1
'2018-10-21 16:00:00',15.5,4,77,51
'2017-09-15 15:00:00',3,25,33,12
'2017-08-18 09:00:00',8.5,24,?,0
'2018-12-18 14:00:00',3,-3,77,2
'2018-10-22 08:00:00',8.5,3,50,2
'2017-10-06 13:00:00',8.5,22,33,8
'2017-08-21 09:00:00',?,22,5,0
'2018-11-14 15:00:00',15.5,0,50,23
'2018-12-04 08:15:00',8.5,0,77,1
'2017-12-04 14:00:00',3,7,4,0
'2018-12-12 15:00:00',3,0,13,0
'2017-11-25 13:00:00',3,8,40,0
'2017-10-24 14:00:00',3,19,48,7
'2018-10-31 15:00:00',8.5,13,13,3
'2017-12-14 10:00:00',15.5,-5,25,3
'2017-09-03 11:00:00',0,16,1,0
'2018-09-18 15:00:00',15.5,25,45,35
'2017-10-19 06:00:00',8.5,10,50,0
'2017-11-04 06:00:00',15.5,4,33,0
'2017-11-08 09:00:00',3,3,13,3
'2018-09-29 16:00:00',8.5,17,35,16
'2017-11-19 07:30:00',?,0,?,2
'2018-11-25 13:00:00',15.5,9,33,13
'2018-11-03 09:00:00',24,8,15,21
'2018-11-27 09:00:00',24,1,35,3
'2018-10-28 14:00:00',0,8,15,0
'2017-12-08 09:00:00',0,-1,6,0
'2017-08-26 13:00:00',8.5,23,70,1
'2017-12-01 14:00:00',3,5,33,1
'2017-10-11 14:00:00',8.5,19,7,3
'2017-09-27 08:00:00',0,22,5,1
'2018-09-26 10:00:00',3,0,5,2
'2018-10-02 10:00:00',3,21,?,0
'2017-08-27 10:00:00',15.5,20,60,15
'2018-09-20 14:00:00',24,16,?,2
'2018-10-25 14:00:00',3,6,25,10
'2017-10-01 13:00:00',3,14,77,6
'2017-09-07 15:00:00',3,16,55,0
'2017-10-06 10:00:00',3,20,7,6
'2017-08-18 10:00:00',8.5,25,?,0
'2018-11-02 10:00:00',3,17,20,0
'2018-10-21 07:00:00',8.5,3,33,27
'2017-10-27 09:00:00',3,10,33,23
'2018-09-19 11:00:00',8.5,22,9,80
'2018-11-21 15:00:00',15.5,0,5,2
'2018-10-03 13:00:00',8.5,18,33,16
'2017-08-25 12:00:00',8.5,22,33,6
