@relation 'TimeRaptors4CSC523.py F20172018_Date_WS_Temp_Vis_Total_Num_Rnd.arff F20172018_Deltas_WS_Temp_Vis_Total_Num.arff'
% ARFF file generated @ 2020-11-08 18:16:32.160156
@attribute datetime string
@attribute WindSpdKmh numeric
@attribute Temp numeric
@attribute Visibility numeric
@attribute TOTAL numeric
@data
'2018-11-19 08:00:00',0,3,1,0
'2017-08-25 13:00:00',8.5,22,33,1
'2017-10-12 11:00:00',24,10,12,2
'2018-11-27 14:00:00',24,0,70,4
'2018-11-11 07:00:00',8.5,-2,33,1
'2018-08-20 09:00:00',8.5,20,2,8
'2018-08-20 15:00:00',3,24,25,4
'2017-12-03 10:00:00',0,4,2.1,0
'2017-08-27 08:00:00',15.5,17,60,5
'2018-10-29 08:00:00',15.5,6,9,0
'2018-09-11 06:00:00',3,15,?,0
'2017-10-18 13:00:00',3,15,20,10
'2018-12-11 11:00:00',0,-3,10,2
'2017-11-29 12:00:00',8.5,10,40,1
'2017-11-26 07:00:00',15.5,3,77,2
'2017-09-15 14:00:00',0,26,33,115
'2018-11-18 10:00:00',3,0,33,1
'2018-09-25 07:00:00',?,0,?,0
'2017-08-31 07:00:00',8.5,17,15,0
'2017-10-01 06:30:00',8.5,7,77,6
'2017-08-21 08:00:00',3,22,?,0
'2017-11-02 13:00:00',8.5,18,12,23
'2017-09-09 09:00:00',8.5,12,51,14
'2018-11-29 14:00:00',15.5,1,33,10
'2017-11-17 10:00:00',15.5,2,33,5
'2017-11-14 07:30:00',3,5,33,0
'2018-09-07 11:00:00',3,24,9,1
'2017-09-04 14:00:00',3,26,12,2
'2018-10-30 16:00:00',3,7,77,5
'2018-08-24 10:00:00',3,24,14,1
'2018-10-23 12:00:00',8.5,14,40,27
'2017-12-13 15:00:00',24,-7,77,1
'2018-08-17 15:00:00',3,29,7,0
'2017-09-07 13:00:00',8.5,15,50,4
'2017-08-29 09:00:00',8.5,13,13,0
'2018-10-12 15:00:00',24,13,77,72
'2018-09-08 10:00:00',15.5,18,32,3
'2017-08-23 13:00:00',3,27,35,1
'2018-11-13 11:00:00',15.5,4,20,9
'2018-09-08 07:00:00',15.5,17,15,0
'2018-11-07 15:00:00',15.5,11,33,0
'2017-10-06 15:00:00',8.5,23,33,12
'2017-08-30 14:00:00',0,26,20,6
'2017-09-28 11:00:00',15.5,19,30,9
'2018-10-30 12:00:00',15.5,7,77,46
'2017-09-14 14:00:00',3,19,15,9
'2018-08-23 12:00:00',15.5,21,33,3
'2017-10-24 12:00:00',3,20,48,10
'2018-09-04 11:00:00',3,28,40,5
'2018-08-24 15:00:00',3,28,18,1
'2017-10-27 15:00:00',3,13,33,12
'2018-09-05 10:00:00',3,28,30,3
'2018-11-16 09:00:00',8.5,-2,5,0
'2017-11-03 13:00:00',8.5,18,13,6
'2017-08-24 06:00:00',8.5,16,30,1
'2017-09-18 14:00:00',3,22,2,10
'2018-11-22 15:00:00',15.5,-7,33,6
'2017-08-24 11:00:00',8.5,21,55,11
'2018-11-17 11:00:00',3,4,7,14
'2018-10-10 13:00:00',3,26,10,46
'2018-12-10 08:00:00',15.5,-5,9,0
'2017-09-04 07:00:00',3,14,3,0
'2018-08-20 07:00:00',3,19,?,0
'2018-08-24 11:00:00',3,25,14,8
'2017-11-17 07:00:00',15.5,0,33,1
'2017-08-18 08:00:00',8.5,22,?,0
'2017-11-25 14:00:00',3,9,40,0
'2018-10-10 06:00:00',3,20,0.5,0
'2018-10-29 10:00:00',15.5,7,5,15
'2018-10-03 16:00:00',3,18,33,4
'2017-08-27 07:00:00',8.5,16,50,0
'2017-10-16 10:00:00',15.5,10,45,55
'2018-11-30 10:00:00',0,1,55,0
'2017-11-25 10:00:00',3,4,?,2
'2017-09-05 12:00:00',8.5,28,14,0
'2018-08-23 08:00:00',15.5,16,33,3
'2018-09-22 10:00:00',15.5,17,12,24
'2018-09-21 14:00:00',8.5,19,4,3
'2018-10-17 06:30:00',15.5,4,70,3
'2017-09-11 13:00:00',0,22,40,14
'2018-08-20 13:00:00',8.5,24,20,3
'2017-09-20 14:00:00',8.5,28,20,6
'2017-09-15 05:45:00',8.5,17,9,0
'2017-11-14 15:00:00',3,5,77,0
'2017-10-07 08:00:00',15.5,2,?,7
'2017-10-19 11:00:00',3,18,40,21
'2017-09-05 09:00:00',8.5,20,14,0
'2017-10-02 08:00:00',3,11,33,0
'2017-12-13 10:00:00',33.5,-7,51,1
'2018-09-21 09:00:00',8.5,18,2,6
'2017-09-19 07:00:00',15.5,18,2,0
'2017-09-22 07:00:00',3,18,9,3
'2017-11-16 10:00:00',8.5,6,9,1
'2017-11-10 08:00:00',3,0,77,35
'2017-09-17 11:00:00',0,23,5,80
'2018-09-11 08:00:00',3,15,?,0
'2017-11-22 10:00:00',8.5,10,8,6
'2018-09-03 13:00:00',3,32,20,3
'2018-10-11 06:30:00',0,21,1,0
'2017-08-26 10:00:00',8.5,20,70,13
'2018-11-13 14:00:00',15.5,3,20,7
'2018-11-24 11:00:00',24,2,1,1
'2018-10-02 06:00:00',3,18,?,0
'2018-10-14 14:00:00',3,10,33,14
'2017-11-23 16:00:00',0,0,30,0
'2018-09-29 10:00:00',0,19,15,12
'2018-10-28 07:00:00',8.5,5,?,0
'2018-09-17 09:00:00',8.5,18,?,0
'2018-08-19 12:00:00',3,19,77,4
'2018-11-11 14:00:00',3,2,33,6
'2017-11-13 11:00:00',3,2,1,0
'2017-09-19 11:00:00',8.5,26,15,100
'2017-10-30 14:00:00',3,8,77,5
'2017-10-20 10:00:00',8.5,13,33,30
'2017-10-03 15:00:00',8.5,18,77,9
'2017-10-06 11:00:00',3,22,9,29
'2017-10-18 08:00:00',3,12,20,2
'2017-09-04 08:00:00',3,17,5,0
'2017-08-26 07:00:00',8.5,16,70,0
'2017-10-30 08:00:00',15.5,7,50,6
'2018-09-20 12:00:00',15.5,18,?,0
'2018-09-29 15:00:00',8.5,17,35,27
'2018-08-22 08:00:00',24,19,13,0
'2017-11-14 09:00:00',8.5,6,33,1
'2018-10-24 13:00:00',15.5,7,33,20
'2018-11-27 10:00:00',24,1,55,5
'2018-10-04 07:00:00',3,15,9,1
'2017-12-14 09:00:00',3,-6,10,0
'2018-09-28 15:00:00',3,18,77,0
'2017-09-12 16:00:00',3,0,77,0
'2017-11-16 15:00:00',15.5,7,51,1
'2017-10-18 10:00:00',3,18,20,8
'2018-09-05 05:30:00',0,24,20,0
'2017-08-22 09:00:00',3,27,7,0
'2018-11-14 14:00:00',15.5,1,77,12
'2018-11-16 11:00:00',8.5,-1,13,5
'2017-11-14 12:00:00',8.5,6,77,2
'2018-08-24 05:00:00',8.5,17,14,0
'2018-08-11 13:00:00',?,0,?,0
'2018-11-20 09:00:00',3,5,5,1
'2018-09-15 16:00:00',3,22,25,11
'2018-10-14 13:00:00',3,11,33,23
'2018-08-25 11:00:00',8.5,22,15,8
'2018-09-06 10:00:00',3,33,8,3
'2017-11-24 08:00:00',3,1.6,70,0
'2017-09-15 08:00:00',3,18,33,7
'2018-11-10 12:00:00',24,1,60,4
'2017-11-02 08:00:00',8.5,12,1,1
'2017-11-01 07:00:00',8.5,3,7,0
'2018-10-28 09:00:00',8.5,0,?,24
'2017-08-21 07:00:00',3,22,2,0
'2018-09-16 11:00:00',8.5,29,33,56
'2017-11-03 10:00:00',3,15,7,1
'2017-10-19 16:00:00',8.5,11,45,15
'2017-10-14 11:00:00',0,16.3,8,5
'2017-09-23 05:00:00',8.5,0,33,0
'2017-09-22 17:00:00',8.5,17,33,18
'2018-10-09 13:00:00',3,27,17,16
'2018-10-10 10:00:00',3,22,2,41
'2017-09-04 09:00:00',3,18,5,3
'2017-08-29 07:00:00',8.5,14,13,0
'2018-08-18 06:00:00',3,22,10,0
'2017-09-03 15:00:00',3,17,9,0
'2018-09-16 16:00:00',8.5,24,33,11
'2018-08-31 14:00:00',24,19,?,0
'2018-10-19 06:00:00',8.5,3,77,0
'2017-10-07 07:00:00',15.5,16,?,0
'2017-08-28 12:00:00',8.5,21,15,2
'2018-09-01 11:00:00',8.5,19,1,1
'2017-09-11 14:00:00',0,21,40,12
'2017-09-14 10:00:00',3,19,8,1
'2017-10-11 07:00:00',8.5,16,10,8
'2018-09-13 06:00:00',8.5,20,?,0
'2018-11-22 08:00:00',15.5,-7,33,1
'2017-11-10 10:00:00',24,-2,77,55
'2017-11-03 09:00:00',8.5,14,2,2
'2018-09-12 07:00:00',3,20,?,0
'2017-10-08 08:00:00',3,21,?,1
'2018-09-03 07:00:00',0,22,7,0
'2017-09-26 11:00:00',3,26,33,5
'2018-11-22 07:45:00',15.5,-7,33,0
'2017-11-17 15:00:00',15.5,3,77,11
'2018-12-02 13:00:00',3,6,?,0
'2017-09-24 06:00:00',8.5,33,33,2
'2017-09-15 10:00:00',3,21,?,138
'2018-10-19 08:00:00',8.5,4,77,9
'2017-08-17 07:00:00',15.5,20,10,0
'2017-09-07 14:00:00',8.5,18,50,3
'2017-10-12 06:00:00',24,12,?,0
'2018-08-30 07:00:00',15.5,22,33,0
'2017-12-12 14:00:00',8.5,2,5,0
'2017-10-05 06:00:00',8.5,17,20,0
'2017-11-28 16:00:00',8.5,5,25,0
'2017-11-28 09:00:00',8.5,1,25,0
'2018-09-22 13:00:00',8.5,15,12,166
'2017-08-31 06:00:00',8.5,18,20,0
'2017-09-26 14:00:00',0,22,?,8
'2018-08-30 12:00:00',8.5,27,33,2
'2017-09-30 11:00:00',15.5,12,50,15
'2017-08-28 11:00:00',8.5,20,15,4
'2017-10-28 12:00:00',8.5,15,42,7
'2018-11-03 06:00:00',24,10,5,0
'2017-10-03 12:00:00',3,22,77,1
'2018-08-28 05:00:00',8.5,23,12,0
'2018-10-25 13:00:00',3,7,25,20
'2018-08-19 15:00:00',3,20,77,0
'2017-08-22 12:00:00',3,27,13,0
'2017-11-27 09:00:00',3,3,20,1
'2018-09-12 10:00:00',3,20,?,0
'2017-09-28 08:00:00',15.5,16,30,17
'2018-09-06 09:00:00',3,31,8,1
'2017-12-11 14:00:00',3,0,33,1
'2017-08-17 11:00:00',3,25,15,11
'2017-11-04 11:00:00',8.5,15,42,13
'2018-08-25 08:00:00',15.5,19,13,0
'2017-08-31 11:00:00',3,24,28,7
'2017-09-11 08:00:00',3,11,33,2
'2018-10-10 11:00:00',3,25,5,91
'2017-11-02 14:00:00',3,17,15,44
'2018-10-17 11:00:00',15.5,14,40,49
'2017-11-02 07:00:00',3,11,4,0
'2017-11-19 14:00:00',15.5,6,77,12
'2018-08-24 13:00:00',3,0,18,2
'2017-12-13 08:00:00',33.5,-9,51,0
'2017-11-09 09:00:00',8.5,3,13,1
'2017-11-10 09:00:00',24,0,33,47
'2018-12-07 08:00:00',3,-4,77,0
'2018-10-21 06:00:00',15.5,4,13,8
'2017-08-29 08:00:00',8.5,13,13,0
'2018-12-12 13:00:00',3,1,13,2
'2018-08-15 06:00:00',8.5,18,12,0
'2018-09-23 15:00:00',0,0,51,18
'2018-09-04 10:00:00',3,26,40,6
'2018-10-16 14:00:00',3,10,50,78
'2017-08-31 10:00:00',3,23,20,7
'2017-09-01 14:00:00',15.5,19,33,5
'2018-09-07 07:00:00',8.5,21,9,0
'2018-11-17 09:00:00',3,2,4,9
'2017-09-21 06:00:00',3,17,25,1
'2018-11-23 13:00:00',3,-3,30,6
'2018-11-07 12:00:00',15.5,11,33,4
'2018-10-11 07:00:00',3,21,?,0
'2017-11-16 07:30:00',3,5,1,0
'2017-11-29 15:00:00',8.5,10,50,6
'2018-10-27 11:00:00',24,3,7,0
'2018-10-02 14:00:00',3,22,1,3
'2017-12-02 13:00:00',3,7,33,6
'2017-10-30 11:00:00',8.5,8,77,5
'2018-09-02 07:00:00',3,18,?,0
'2017-09-30 08:00:00',15.5,11,55,11
'2018-09-02 09:00:00',3,19,?,0
'2018-10-18 06:00:00',15.5,6,25,3
'2017-11-26 11:00:00',8.5,4,77,9
'2017-08-25 10:00:00',15.5,18,33,5
'2017-09-12 15:00:00',0,18,77,7
'2018-09-22 17:00:00',?,0,?,0
'2017-09-21 09:00:00',3,19,30,3
'2017-12-02 09:00:00',8.5,2,33,0
'2017-11-08 07:45:00',3,1,3,0
'2018-08-24 08:00:00',3,23,16,2
'2017-10-19 08:00:00',?,0,?,6
'2018-12-04 09:00:00',8.5,0,77,6
'2017-12-02 10:00:00',8.5,3,33,0
'2018-10-07 08:00:00',8.5,20,?,0
'2017-09-28 09:00:00',15.5,17,30,9
'2017-12-15 11:00:00',3,-6,32,0
'2018-09-15 09:00:00',3,20,20,77
'2017-09-05 14:00:00',?,0,?,0
'2018-09-17 08:00:00',8.5,18,?,0
'2017-11-24 09:00:00',3,2.3,?,0
'2018-11-28 08:00:00',24,-2,7,0
'2018-11-10 09:00:00',15.5,0,13,3
'2017-10-28 15:00:00',8.5,14.1,42,9
'2017-10-07 12:00:00',3,24,65,27
'2017-12-06 11:00:00',8.5,2,50,2
'2018-11-17 12:00:00',8.5,3,9,6
'2017-10-13 11:00:00',8.5,11,5,10
'2017-11-25 09:00:00',3,3,20,1
'2017-11-04 15:00:00',3,11,42,8
'2018-11-29 08:00:00',15.5,-3,9,1
'2018-11-03 13:00:00',15.5,9,30,18
'2017-08-30 15:00:00',0,22,20,2
'2017-09-22 16:00:00',8.5,23,33,16
'2017-11-02 15:00:00',3,17,15,2
'2018-09-11 13:00:00',3,22,3,0
'2017-10-25 08:00:00',3,16,20,9
'2017-11-25 11:00:00',3,6,35,4
'2018-12-05 10:00:00',0,-3,20,0
'2018-08-19 09:00:00',8.5,18,33,1
'2018-11-16 12:00:00',15.5,0,25,11
'2018-09-01 12:00:00',8.5,20,100,10
'2017-10-04 13:00:00',3,20,9,9
'2017-08-21 11:00:00',3,25,5,8
'2017-11-19 10:00:00',24,8,77,6
'2017-09-09 12:00:00',15.5,19,51,2
'2018-08-17 10:00:00',0,26,2,6
'2017-08-28 09:00:00',8.5,19,12,9
'2018-08-21 08:00:00',8.5,19,?,0
'2018-10-20 13:00:00',3,13,20,41
'2018-08-18 12:00:00',15.5,26,25,1
'2017-10-31 08:00:00',3,5,25,2
'2017-09-14 16:00:00',8.5,18,20,0
'2018-11-28 10:00:00',24,-1,30,2
'2017-08-17 14:00:00',0,30,15,2
'2018-11-30 11:00:00',0,0,40,0
'2017-09-26 13:00:00',3,25,15,3
'2017-09-01 05:00:00',15.5,9,77,1
'2017-10-22 09:00:00',3,18,77,13
'2017-09-25 07:00:00',0,0,0,1
'2017-11-21 15:00:00',3,8,50,4
'2018-09-07 08:00:00',3,22,7,0
'2017-09-27 07:00:00',3,21,3,0
'2018-10-22 07:00:00',3,3,15,3
'2018-09-01 13:00:00',3,22,3,13
'2017-10-10 15:00:00',3,18,45,21
'2018-09-11 11:00:00',3,20,7,1
'2017-09-08 05:30:00',?,0,?,41
'2018-12-18 12:00:00',3,-2,77,1
'2018-09-24 12:00:00',15.5,20,77,39
'2017-10-02 06:00:00',3,12,33,0
'2018-12-05 11:00:00',0,-2,20,2
'2017-09-14 11:00:00',3,22,15,80
'2018-10-22 13:00:00',8.5,7,50,20
'2018-11-12 13:00:00',3,7,50,11
'2017-10-30 16:00:00',0,0,0,0
'2017-10-20 07:00:00',8.5,12,33,0
'2018-08-26 14:00:00',3,26,33,0
'2017-08-27 06:00:00',8.5,16,50,0
'2018-09-16 05:00:00',0,20,33,1
'2018-10-24 11:00:00',15.5,6,33,39
'2017-08-22 10:00:00',3,28,8,6
'2018-09-14 12:00:00',8.5,21,?,2
'2018-09-08 11:00:00',15.5,18,30,6
'2018-10-31 12:00:00',8.5,11,9,49
'2017-11-12 09:00:00',8.5,-2,33,1
'2017-10-24 10:00:00',0,19,20,33
'2017-11-11 15:00:00',3,1,77,1
'2017-10-11 09:00:00',8.5,16,9,6
'2018-09-20 15:00:00',15.5,16,10,25
'2017-10-26 08:00:00',?,0,?,19
'2017-12-12 12:00:00',3,5,5,0
'2018-11-07 10:00:00',8.5,9,33,17
'2017-10-07 06:00:00',15.5,16,?,0
'2018-09-23 17:00:00',0,0,51,1
'2018-10-17 16:00:00',24,9,40,18
'2017-09-12 14:00:00',3,20,77,8
'2018-12-06 11:00:00',8.5,-2,12,1
'2017-11-14 10:00:00',8.5,6,33,6
'2018-12-12 08:15:00',8.5,-3,5,0
'2017-08-22 11:00:00',3,27,12,0
'2018-09-13 12:00:00',8.5,21,1,1
'2017-08-28 07:00:00',3,17,12,0
'2018-09-24 13:00:00',15.5,21,77,33
'2017-11-03 16:00:00',15.5,16,33,2
'2017-08-27 13:00:00',8.5,25,65,5
'2018-10-31 13:00:00',8.5,13,13,31
'2017-09-27 09:00:00',3,26,6,1
'2017-10-04 07:00:00',3,12,?,0
'2018-10-12 14:00:00',15.5,13,77,59
'2017-09-12 13:00:00',3,21,77,9
'2017-08-30 12:00:00',3,22,15,6
'2018-10-10 08:00:00',3,20,0.5,4
'2017-10-14 12:00:00',0,17,8,7
'2018-11-30 13:00:00',0,2,7,0
'2017-11-30 14:00:00',8.5,5,40,4
'2018-09-26 14:00:00',3,22,14,1
'2018-10-15 12:00:00',8.5,14,?,0
'2018-10-12 16:00:00',24,12,77,41
'2017-10-04 10:00:00',3,15,9,9
'2017-08-30 09:00:00',3,20,10,4
'2017-09-21 07:00:00',8.5,18,30,2
'2018-09-05 14:00:00',3,30,35,10
'2017-11-03 15:00:00',15.5,17,33,6
'2017-11-10 14:00:00',24,-1,77,37
'2018-08-18 14:00:00',15.5,29,40,1
'2017-10-21 13:00:00',0,23,25,20
'2017-09-19 05:00:00',?,0,?,0
'2018-08-23 07:00:00',15.5,14,9,1
'2017-10-20 08:00:00',8.5,12,33,5
'2018-08-22 10:00:00',15.5,24,30,5
'2017-12-06 15:00:00',8.5,1,50,2
'2018-09-01 08:00:00',15.5,17,?,0
'2017-11-26 14:00:00',15.5,4,77,5
'2018-12-08 13:00:00',8.5,-2,33,2
'2018-12-03 11:00:00',15.5,7,77,6
'2018-09-13 11:00:00',8.5,21,?,0
'2018-10-01 15:00:00',3,24,32,2
'2018-10-01 06:00:00',0,17,1,0
'2018-10-12 06:15:00',24,10,77,19
'2017-10-10 12:00:00',3,19,40,26
'2017-12-04 11:00:00',3,5,3,0
'2017-11-30 15:00:00',8.5,5,40,1
'2017-10-07 15:00:00',8.5,23,77,11
'2018-11-20 13:00:00',8.5,3,40,10
'2018-09-07 09:00:00',3,22,4,0
'2017-11-12 15:00:00',3,3,33,0
'2017-09-01 15:00:00',15.5,18,33,5
'2017-10-07 11:00:00',8.5,24,65,30
'2017-10-02 07:00:00',3,11,33,0
'2017-10-01 09:00:00',8.5,12,77,2
'2018-10-16 07:00:00',8.5,5,50,25
'2018-10-07 10:00:00',3,21,?,30
'2017-09-27 11:00:00',8.5,30,32,7
'2018-10-31 06:00:00',8.5,4,13,0
'2018-10-18 11:00:00',15.5,7,25,85
'2018-12-04 11:00:00',8.5,3,77,5
'2018-10-21 10:00:00',24,3,33,72
'2018-09-19 15:00:00',8.5,23,33,26
'2017-11-30 08:00:00',8.5,2,50,0
'2017-11-04 10:00:00',8.5,15,42,8
'2017-11-20 09:00:00',8.5,1,33,4
'2017-08-16 15:00:00',8.5,33,20,3
'2018-09-02 06:00:00',3,18,?,0
'2018-10-12 10:00:00',15.5,13,77,92
'2018-11-21 11:00:00',8.5,1,9,28
'2017-09-25 09:00:00',0,0,0,10
'2017-09-18 11:00:00',8.5,21,1,468
'2018-12-04 13:00:00',8.5,4,77,2
'2017-11-19 08:00:00',24,8,33,5
'2017-09-16 10:00:00',3,26,15,34
'2017-09-30 10:00:00',15.5,12,50,10
'2017-10-13 09:00:00',15.5,9,13,18
'2017-11-01 13:00:00',8.5,3,1,0
'2017-10-03 07:00:00',8.5,12,3,1
'2017-09-22 05:45:00',8.5,18,13,0
'2017-12-03 15:00:00',3,4.5,9,0
'2017-09-17 17:00:00',3,22,50,2
'2018-08-23 16:00:00',15.5,21,33,6
'2017-12-02 15:00:00',3,6,33,0
'2018-08-16 08:00:00',3,26,2,0
'2017-11-13 10:00:00',3,2,1,0
'2017-09-18 10:00:00',8.5,19,1,86
'2017-10-03 09:00:00',3,14,50,10
'2017-10-19 09:00:00',8.5,15,45,17
'2017-09-21 12:00:00',3,19,30,5
'2017-09-24 14:00:00',3,29,33,19
'2017-08-23 12:00:00',3,25,35,4
'2018-12-10 15:00:00',3,-2,45,0
'2018-08-23 06:00:00',15.5,14,9,1
'2017-09-27 10:00:00',3,28,13,0
'2017-10-24 11:00:00',3,19,20,6
'2018-10-31 11:00:00',8.5,11,9,33
'2017-08-24 10:00:00',3,21,40,1
'2018-11-23 10:00:00',8.5,-3,30,1
'2017-09-19 15:00:00',3,27,25,110
'2018-10-13 14:00:00',8.5,9,55,135
'2017-12-15 08:30:00',0,-6,77,0
'2018-10-06 09:00:00',3,16,?,0
'2017-11-13 13:00:00',3,4,10,0
'2018-11-21 07:00:00',8.5,-3,9,0
'2017-11-04 08:00:00',8.5,6,42,0
'2017-10-10 09:00:00',3,18,40,38
'2018-09-05 15:00:00',3,29,35,8
'2017-11-06 12:00:00',3,17,2,3
'2017-09-18 13:00:00',8.5,21,2,5
'2018-09-01 10:00:00',8.5,18,?,0
'2017-08-31 12:00:00',15.5,24,30,6
'2018-09-04 05:45:00',3,22,40,0
'2017-11-09 07:15:00',8.5,2,13,0
'2017-12-02 11:00:00',8.5,4,33,3
'2017-10-21 11:00:00',3,22.7,25,12
'2018-11-12 11:00:00',3,5,30,6
'2017-11-23 13:00:00',8.5,1,33,6
'2018-09-18 17:00:00',8.5,23,45,35
'2017-09-10 13:00:00',3,20,77,14
'2017-11-12 13:00:00',3,3,33,10
'2018-11-04 14:00:00',8.5,9,77,21
'2017-08-24 16:00:00',8.5,20,50,0
'2018-09-02 08:00:00',3,18,?,0
'2018-08-15 10:00:00',15.5,24,15,1
'2017-10-20 11:00:00',8.5,14,33,14
'2018-08-25 07:00:00',3,19,15,0
'2017-12-10 11:00:00',15.5,-2,25,6
'2017-08-27 11:00:00',8.5,22,60,4
'2017-08-22 07:00:00',3,22,?,0
'2018-09-30 06:00:00',8.5,11,40,1
'2017-11-24 14:00:00',3,7.4,70,4
'2018-11-19 12:00:00',0,6,7,5
'2018-10-21 17:00:00',15.5,4,77,3
'2017-09-23 16:00:00',8.5,0,33,0
'2018-09-19 18:00:00',?,0,?,0
'2017-11-21 11:00:00',3,8,50,4
'2017-09-05 10:00:00',8.5,23,14,1
'2017-11-04 16:00:00',3,10,42,1
'2018-12-02 14:00:00',8.5,6,?,0
'2017-08-17 10:00:00',3,25,15,24
'2018-11-03 15:00:00',8.5,9,30,25
'2017-09-29 05:00:00',8.5,10,33,1
'2018-12-11 12:00:00',0,-3,15,1
'2018-08-21 07:00:00',3,19,0,0
'2017-08-31 13:00:00',15.5,24,25,7
'2018-11-09 10:00:00',8.5,2,10,6
'2018-10-01 13:00:00',0,23,32,9
'2018-10-25 07:00:00',8.5,4,25,8
'2018-10-28 06:30:00',8.5,5,?,0
'2018-08-19 10:00:00',8.5,21,33,1
'2017-09-12 07:00:00',0,16,77,1
'2017-10-31 07:00:00',3,6,25,0
'2018-08-28 12:00:00',3,31,10,0
'2017-10-15 13:00:00',3,18,8,37
'2018-11-14 16:00:00',15.5,-1,50,2
'2018-09-16 07:00:00',0,25,33,9
'2017-11-29 13:00:00',3,11,4,4
'2017-11-18 07:00:00',8.5,0,?,0
'2018-10-03 08:00:00',8.5,16,33,27
'2018-10-19 14:00:00',3,15,77,5
'2017-08-22 08:00:00',3,25,7,0
'2017-11-01 09:00:00',8.5,3,7,0
'2018-08-26 05:45:00',3,19,?,0
'2018-12-06 08:00:00',8.5,-4,9,0
'2018-10-28 12:00:00',15.5,8,77,3
'2018-10-19 12:00:00',3,13,77,50
'2018-11-21 10:00:00',8.5,-1,9,1
'2017-11-24 11:00:00',3,3.6,70,1
'2017-09-16 11:00:00',?,0,?,246
'2018-10-23 15:00:00',?,0,?,18
'2018-10-02 08:00:00',3,19,?,0
'2018-10-26 06:30:00',0,2,35,0
'2018-10-23 10:00:00',3,11,15,54
'2017-08-16 08:00:00',0,23,?,0
'2017-10-25 10:00:00',0,14,20,26
'2017-08-22 13:00:00',8.5,30,15,1
'2017-11-19 11:00:00',15.5,8,77,12
'2018-12-06 07:45:00',8.5,-4,9,0
'2017-09-25 16:00:00',0,0,0,1
'2018-09-16 09:00:00',8.5,27,33,1137
'2018-12-15 14:00:00',15.5,7,15,0
'2018-09-11 09:00:00',3,18,?,0
'2018-12-09 13:00:00',3,-1,9,0
'2018-11-01 07:00:00',0,14,6,2
'2017-11-11 07:30:00',8.5,-8,65,0
'2017-10-11 10:00:00',8.5,17,7,16
'2018-09-19 16:00:00',8.5,22,33,424
'2017-10-07 16:00:00',15.5,23,77,2
'2017-10-27 10:00:00',3,11,33,60
'2017-09-30 13:00:00',15.5,12,50,9
'2017-10-17 15:00:00',3,0,?,8
'2017-09-16 08:00:00',0,27,10,79
'2017-09-07 08:00:00',8.5,16,8,0
'2018-11-16 07:45:00',8.5,-2,1,0
'2017-11-04 13:00:00',8.5,12,33,10
'2018-10-03 14:00:00',3,18,33,11
'2017-09-06 14:00:00',?,0,?,0
'2018-09-08 08:00:00',15.5,17,20,2
'2018-11-23 09:00:00',8.5,-5,30,2
'2017-10-17 14:00:00',3,12,70,38
'2017-10-27 14:00:00',3,13,33,12
'2017-11-19 12:00:00',15.5,8,77,15
'2017-08-31 14:00:00',8.5,24,20,6
'2017-10-16 12:00:00',3,11,45,70
'2018-10-23 06:00:00',8.5,3,14,0
'2017-09-17 12:00:00',0,0,15,272
'2017-10-12 13:00:00',15.5,11.3,14,13
'2018-10-12 09:00:00',15.5,12,77,80
'2018-11-23 14:00:00',3,-1,35,5
'2018-09-19 08:00:00',8.5,19,5,171
'2017-10-05 08:00:00',3,19,?,1
'2017-11-10 06:00:00',24,-1,77,9
'2017-08-20 08:00:00',3,23,2,4
'2018-11-17 10:00:00',3,4,4,11
'2017-10-17 06:00:00',3,4,77,0
'2017-11-17 08:00:00',15.5,2,33,9
'2017-11-15 10:00:00',8.5,5,4,0
'2017-08-26 08:00:00',8.5,16,?,1
'2017-10-31 14:00:00',8.5,7,77,9
'2017-09-24 13:00:00',8.5,28,33,6
'2018-08-25 10:00:00',15.5,20,15,19
'2017-10-03 11:00:00',8.5,23,77,5
'2018-10-01 08:00:00',3,16,1,0
'2018-09-29 09:00:00',3,17,15,10
'2018-09-06 15:00:00',3,31,12,7
'2017-10-26 12:00:00',8.5,10,18,63
'2018-12-03 10:00:00',15.5,8,77,3
'2018-10-20 10:00:00',8.5,11,20,38
'2018-09-21 08:00:00',8.5,17,2,1
'2017-12-08 08:00:00',0,-2,8,0
'2018-10-15 08:00:00',8.5,12,?,0
'2017-10-07 10:00:00',3,23,60,56
'2018-08-27 07:00:00',8.5,23,1,0
'2017-10-15 14:00:00',3,19,7,11
'2018-10-22 14:00:00',8.5,7,50,22
'2018-09-29 12:00:00',8.5,22,20,33
'2018-10-07 11:00:00',3,23,10,38
'2018-09-15 15:00:00',3,22,30,12
'2018-10-31 14:00:00',8.5,13,13,14
'2017-11-14 14:00:00',8.5,5,77,4
'2017-11-20 12:00:00',3,2,40,2
'2018-11-27 15:00:00',24,-1,77,3
'2018-08-27 08:00:00',3,23,1,0
'2018-11-02 14:00:00',3,17,45,2
'2018-08-17 13:00:00',3,30,6,2
'2017-09-27 06:00:00',8.5,21,5,0
'2018-08-28 13:00:00',3,30,12,1
'2018-10-05 11:00:00',3,19,77,9
'2017-09-26 07:00:00',8.5,20,33,2
'2018-12-04 15:00:00',3,-2,77,1
'2018-10-19 13:00:00',3,12,77,52
'2017-09-20 13:00:00',8.5,27,20,6
